IdRecorrido;Camion;IdPedido
135067;135067;1042147546
135064;135064;1042147174
135064;135064;1042147538
135114;135114;1042148672
135114;135114;1042148672
135114;135114;1042148673
135114;135114;1042148673
135065;135065;1042147547
135062;135062;1042147548
135064;135064;1042147549
135065;135065;1042147550
135066;135066;1042147551
135064;135064;1042147552
135065;135065;1042147553
135062;135062;1042147554
135176;135176;1042147555
135063;135063;1042147540
135305;135305;1042144843
135064;135064;1042144844
135064;135064;1042147173
135066;135066;1042147539
135068;135068;1042147597
135057;135057;1042144845
135065;135065;1042147542
135120;135120;1042148674
135123;135123;1042150732
135162;135162;1042155155
135162;135162;1042155156
135148;135148;1042155180
135107;135107;1042154652
135116;135116;1042155303
135120;135120;1042155138
135123;135123;1042155149
135123;135123;1042155139
135124;135124;1042155147
135114;135114;1042155142
135114;135114;1042155142
135120;135120;1042155153
135114;135114;1042152163
135123;135123;1042155141
135140;135140;1042155140
135125;135125;1042155152
135123;135123;1042155143
135123;135123;1042155145
135129;135129;1042155144
135146;135146;1042154695
135163;135163;1042154686
135163;135163;1042154687
135163;135163;1042155178
135127;135127;1042155154
135127;135127;1042155299
135144;135144;1042155283
135144;135144;1042155314
135149;135149;1042154694
135116;135116;1042154690
135116;135116;1042154691
135114;135114;1042154692
135114;135114;1042154692
135114;135114;1042154689
135114;135114;1042154689
135147;135147;1042155285
135147;135147;1042155313
135114;135114;1042154693
135120;135120;1042155150
135120;135120;1042152161
135120;135120;1042155151
135120;135120;1042155148
135120;135120;1042152162
135126;135126;1042154688
135193;135193;1042160949
135193;135193;1042160948
135218;135218;1042161620
135267;135267;1042161618
135267;135267;1042162617
135222;135222;1042160953
135222;135222;1042163066
135247;135247;1042161295
135221;135221;1042161316
135195;135195;1042161311
135195;135195;1042161474
135220;135220;1042161313
135193;135193;1042160954
135193;135193;1042160957
135193;135193;1042160955
135196;135196;1042161309
135196;135196;1042160961
135204;135204;1042160960
135204;135204;1042160958
135199;135199;1042160959
135199;135199;1042161307
135218;135218;1042161308
135268;135268;1042161615
135268;135268;1042161614
135268;135268;1042161616
135267;135267;1042161617
135211;135211;1042160951
135205;135205;1042160947
135168;135168;1042158329
135167;135167;1042158326
135167;135167;1042161482
135170;135170;1042158323
135170;135170;1042161556
135166;135166;1042158325
135166;135166;1042161557
135169;135169;1042158328
135169;135169;1042161483
135171;135171;1042158321
135171;135171;1042161481
135218;135218;1042161298
135247;135247;1042161290
135201;135201;1042161282
135201;135201;1042161299
135201;135201;1042161304
135193;135193;1042160950
135219;135219;1042161312
135214;135214;1042161506
135164;135164;1042158318
135247;135247;1042161294
135210;135210;1042161503
135209;135209;1042161501
135208;135208;1042161500
135208;135208;1042161591
135207;135207;1042161502
135206;135206;1042161505
135206;135206;1042161592
135269;135269;1042163238
135272;135272;1042167635
135267;135267;1042161619
135275;135275;1042167613
135275;135275;1042167611
135406;135406;1042164297
135360;135360;1042164301
135316;135316;1042164298
135293;135293;1042164296
135274;135274;1042164299
135219;135219;1042164300
135347;135347;1042167546
135437;135437;1042167553
135396;135396;1042167554
135325;135325;1042167548
135325;135325;1042167552
135293;135293;1042167550
135268;135268;1042167144
135273;135273;1042167547
135269;135269;1042167638
135267;135267;1042167639
135267;135267;1042167636
135275;135275;1042167551
135270;135270;1042167143
135268;135268;1042163237
135271;135271;1042167142
135324;135324;1042167640
135324;135324;1042167642
135274;135274;1042167641
135274;135274;1042167643
135268;135268;1042167637
135408;135408;1042167614
135362;135362;1042167545
135275;135275;1042173895
135340;135340;1042173906
135407;135407;1042170270
135361;135361;1042170271
135346;135346;1042173896
135346;135346;1042173897
135346;135346;1042173898
135399;135399;1042173439
135376;135376;1042174691
135340;135340;1042173905
135493;135493;1042179793
135493;135493;1042179794
135440;135440;1042179792
135403;135403;1042179789
135403;135403;1042179791
135495;135495;1042188572
135459;135459;1042183701
135408;135408;1042183704
135457;135457;1042183702
135458;135458;1042183698
135408;135408;1042183705
135457;135457;1042183703
135457;135457;1042183700
135541;135541;1042189940
135535;135535;1042189936
135542;135542;1042189938
135536;135536;1042189937
135537;135537;1042189939
135493;135493;1042192157
135536;135536;1042189942
135535;135535;1042189945
135540;135540;1042189941
135535;135535;1042189943
135535;135535;1042189944
135758;135758;1042205572
135758;135758;1042205574
135755;135755;1042205812
135738;135738;1042205447
135753;135753;1042205698
135758;135758;1042205573
135750;135750;1042205562
135750;135750;1042205563
135750;135750;1042205565
135750;135750;1042205567
135757;135757;1042205568
135750;135750;1042205569
135750;135750;1042205570
135757;135757;1042205571
135761;135761;1042205701
135756;135756;1042205810
135750;135750;1042205811
135767;135767;1042205970
135755;135755;1042205700
135750;135750;1042205697
135755;135755;1042205699
135779;135779;1042205951
135759;135759;1042205814
135803;135803;1042205969
135779;135779;1042206615
135864;135864;1042210323
135872;135872;1042210430
135810;135810;1042210317
135809;135809;1042210315
135809;135809;1042210307
135911;135911;1042210326
135810;135810;1042210314
135812;135812;1042210309
135808;135808;1042207965
135808;135808;1042210319
135809;135809;1042210313
135808;135808;1042210311
135803;135803;1042210308
135809;135809;1042210306
135809;135809;1042210306
135821;135821;1042210438
135821;135821;1042210440
135810;135810;1042210310
135810;135810;1042210312
135819;135819;1042209965
135811;135811;1042210328
135890;135890;1042210344
135888;135888;1042210408
135820;135820;1042209953
135820;135820;1042209960
135808;135808;1042209952
135803;135803;1042210327
135808;135808;1042209959
135808;135808;1042209951
135808;135808;1042209964
135807;135807;1042209957
135808;135808;1042209950
135808;135808;1042209962
135812;135812;1042210424
135867;135867;1042210439
135807;135807;1042207966
135868;135868;1042210429
135814;135814;1042210316
135911;135911;1042210325
135812;135812;1042210324
135807;135807;1042210318
135803;135803;1042210305
135809;135809;1042210425
135803;135803;1042207969
135821;135821;1042210428
135768;135768;1042207970
135872;135872;1042210436
135812;135812;1042210321
135812;135812;1042207968
135809;135809;1042207967
135808;135808;1042209948
135803;135803;1042209955
135807;135807;1042209958
135807;135807;1042209949
135864;135864;1042214874
135887;135887;1042214684
135889;135889;1042214685
135865;135865;1042212162
135868;135868;1042212161
136018;136018;1042212158
135873;135873;1042215064
135868;135868;1042215066
135870;135870;1042214686
135867;135867;1042214691
135870;135870;1042214688
135866;135866;1042215061
135866;135866;1042215055
135872;135872;1042215053
135872;135872;1042214689
135868;135868;1042214690
135867;135867;1042215056
135889;135889;1042215059
135865;135865;1042212160
135834;135834;1042212159
135868;135868;1042212157
135867;135867;1042215067
135874;135874;1042214938
135874;135874;1042215051
135874;135874;1042215052
135870;135870;1042215062
135892;135892;1042214682
135891;135891;1042214683
135945;135945;1042221074
135952;135952;1042221087
135952;135952;1042221092
135999;135999;1042221077
135952;135952;1042221083
135945;135945;1042220578
135947;135947;1042220576
135945;135945;1042220583
135948;135948;1042221075
135973;135973;1042221076
135954;135954;1042221102
135949;135949;1042221101
135949;135949;1042221158
135948;135948;1042220577
135948;135948;1042220580
135952;135952;1042221086
135952;135952;1042221090
135952;135952;1042221085
135952;135952;1042221081
135953;135953;1042221066
135945;135945;1042220581
135952;135952;1042221093
135952;135952;1042221082
135952;135952;1042221084
135948;135948;1042218105
135948;135948;1042218106
135948;135948;1042221072
135948;135948;1042218107
135945;135945;1042221073
135945;135945;1042221071
135938;135938;1042218110
135950;135950;1042218108
135947;135947;1042221068
135950;135950;1042221069
135939;135939;1042218109
135951;135951;1042221067
135977;135977;1042221070
135952;135952;1042221091
136087;136087;1042221078
135948;135948;1042221079
135948;135948;1042220579
135944;135944;1042221062
135943;135943;1042221061
135942;135942;1042221063
135941;135941;1042221064
135940;135940;1042221065
135952;135952;1042221080
136021;136021;1042225634
136018;136018;1042225626
136034;136034;1042225860
136035;136035;1042225633
136019;136019;1042225630
136022;136022;1042226040
136020;136020;1042226038
136020;136020;1042226047
136022;136022;1042226048
136018;136018;1042226128
136020;136020;1042226041
136022;136022;1042226042
136022;136022;1042226043
136021;136021;1042226044
136022;136022;1042226045
136021;136021;1042226046
136021;136021;1042225623
136021;136021;1042226037
136018;136018;1042225627
136016;136016;1042225628
136018;136018;1042223078
136107;136107;1042226592
136036;136036;1042226088
136036;136036;1042226087
136177;136177;1042226590
136036;136036;1042226051
136104;136104;1042226586
136106;136106;1042226585
136179;136179;1042226591
136104;136104;1042226588
136024;136024;1042226050
136019;136019;1042225631
136019;136019;1042225632
136051;136051;1042225625
136033;136033;1042225629
136088;136088;1042230154
136163;136163;1042230660
136088;136088;1042230161
136087;136087;1042230159
136072;136072;1042229959
136087;136087;1042230162
136177;136177;1042230570
136107;136107;1042230571
136107;136107;1042230569
136086;136086;1042230568
136103;136103;1042230567
136090;136090;1042230157
136087;136087;1042230156
136163;136163;1042230661
136105;136105;1042230572
136104;136104;1042230153
136163;136163;1042230724
136086;136086;1042230160
136128;136128;1042232322
136265;136265;1042236428
136164;136164;1042236912
136164;136164;1042236913
136165;136165;1042236910
136166;136166;1042236911
136178;136178;1042234339
136253;136253;1042236905
136191;136191;1042236907
136167;136167;1042236921
136164;136164;1042236426
136165;136165;1042236953
136190;136190;1042236906
136163;136163;1042236919
136128;136128;1042236955
136163;136163;1042236975
136165;136165;1042236427
136166;136166;1042236954
136164;136164;1042236920
136165;136165;1042236424
136164;136164;1042236922
136166;136166;1042236918
136164;136164;1042234338
136165;136165;1042236916
136166;136166;1042236917
136164;136164;1042236909
136164;136164;1042236914
136165;136165;1042236952
136311;136311;1042241835
136259;136259;1042242567
136266;136266;1042242538
136251;136251;1042242499
136245;136245;1042242502
136245;136245;1042242495
136305;136305;1042242512
136305;136305;1042242511
136246;136246;1042242503
136246;136246;1042242503
136245;136245;1042242494
136251;136251;1042242497
136251;136251;1042242498
136267;136267;1042241834
136253;136253;1042242520
136254;136254;1042241836
136245;136245;1042241837
136246;136246;1042242513
136245;136245;1042241838
136247;136247;1042242522
136247;136247;1042242518
136249;136249;1042242516
136249;136249;1042242514
136246;136246;1042242515
136250;136250;1042242519
136268;136268;1042242521
136246;136246;1042241830
136251;136251;1042241828
136305;136305;1042242506
136305;136305;1042242507
136255;136255;1042242505
136256;136256;1042242508
136252;136252;1042241831
136247;136247;1042242606
136268;136268;1042242492
136247;136247;1042242524
136247;136247;1042242500
136305;136305;1042242509
136305;136305;1042242510
136249;136249;1042242504
136268;136268;1042242496
136249;136249;1042242501
136249;136249;1042242493
136207;136207;1042239372
136207;136207;1042239374
136206;136206;1042239371
136205;136205;1042239373
136399;136399;1042248757
136399;136399;1042248778
136346;136346;1042248774
136399;136399;1042248830
136336;136336;1042248197
136345;136345;1042248208
136348;136348;1042248202
136390;136390;1042248194
136347;136347;1042248201
136342;136342;1042248831
136336;136336;1042248198
136336;136336;1042248196
136399;136399;1042248748
136354;136354;1042248207
136349;136349;1042248807
136391;136391;1042248195
136336;136336;1042248696
136385;136385;1042248697
136336;136336;1042248700
136337;136337;1042248699
136336;136336;1042248702
136337;136337;1042248701
136354;136354;1042248206
136340;136340;1042245743
136386;136386;1042245739
136388;136388;1042245735
136387;136387;1042245737
136389;136389;1042245741
136339;136339;1042245733
136350;136350;1042248192
136414;136414;1042248193
136399;136399;1042248746
136338;136338;1042248698
136354;136354;1042248204
136338;136338;1042248703
136336;136336;1042248199
136399;136399;1042248756
136354;136354;1042248773
136355;136355;1042248203
136399;136399;1042248747
136355;136355;1042248704
136354;136354;1042248205
136412;136412;1042253555
136412;136412;1042253556
136391;136391;1042253186
136616;136616;1042253602
136615;136615;1042253605
136413;136413;1042253589
136405;136405;1042253550
136405;136405;1042253604
136403;136403;1042250833
136403;136403;1042253551
136413;136413;1042253558
136406;136406;1042253553
136592;136592;1042253549
136405;136405;1042253184
136405;136405;1042253183
136428;136428;1042253554
136404;136404;1042253181
136385;136385;1042253543
136407;136407;1042253544
136404;136404;1042253546
136391;136391;1042253187
136404;136404;1042253545
136391;136391;1042253189
136385;136385;1042253557
136384;136384;1042250834
136384;136384;1042253606
136404;136404;1042253182
136412;136412;1042253552
136404;136404;1042253548
136450;136450;1042258748
136455;136455;1042258358
136592;136592;1042258755
136592;136592;1042258760
136445;136445;1042258751
136445;136445;1042258757
136449;136449;1042258357
136450;136450;1042258750
136458;136458;1042258759
136458;136458;1042258753
136457;136457;1042258758
136457;136457;1042258752
136451;136451;1042258756
136473;136473;1042260172
136509;136509;1042260692
136519;136519;1042260693
136507;136507;1042260691
136511;136511;1042265079
136519;136519;1042265063
136506;136506;1042264425
136507;136507;1042265073
136504;136504;1042265075
136507;136507;1042265069
136510;136510;1042265068
136504;136504;1042265077
136526;136526;1042261956
136504;136504;1042265071
136507;136507;1042265065
136504;136504;1042265072
136510;136510;1042265067
136507;136507;1042265066
136504;136504;1042265074
136507;136507;1042264426
136507;136507;1042265081
136507;136507;1042265082
136510;136510;1042265080
136526;136526;1042264422
136504;136504;1042264423
136504;136504;1042261958
136507;136507;1042265078
136506;136506;1042265064
136506;136506;1042261961
136519;136519;1042261963
136509;136509;1042265076
136509;136509;1042261960
136507;136507;1042264421
136546;136546;1042271128
136513;136513;1042271224
136507;136507;1042270494
136510;136510;1042270496
136510;136510;1042267972
136509;136509;1042270495
136509;136509;1042267970
136504;136504;1042267971
136504;136504;1042267973
136519;136519;1042267975
136506;136506;1042271125
136506;136506;1042270504
136506;136506;1042270502
136506;136506;1042271123
136510;136510;1042271124
136506;136506;1042270501
136506;136506;1042270499
136507;136507;1042270497
136506;136506;1042271121
136509;136509;1042271139
136504;136504;1042271134
136512;136512;1042271130
136504;136504;1042271132
136506;136506;1042271129
136519;136519;1042271136
136546;136546;1042271126
136516;136516;1042271122
136514;136514;1042271119
136514;136514;1042271140
136546;136546;1042271127
136650;136650;1042276898
136574;136574;1042276369
136617;136617;1042276904
136576;136576;1042276364
136574;136574;1042276371
136577;136577;1042276370
136589;136589;1042276899
136710;136710;1042276941
136710;136710;1042276942
136710;136710;1042276944
136639;136639;1042276367
136590;136590;1042276372
136590;136590;1042276900
136591;136591;1042276970
136612;136612;1042276972
136611;136611;1042276971
136576;136576;1042276362
136616;136616;1042276905
136592;136592;1042276907
136592;136592;1042276902
136592;136592;1042276907
136651;136651;1042276901
136616;136616;1042276906
136640;136640;1042276966
136640;136640;1042276969
136641;136641;1042276968
136641;136641;1042276967
136575;136575;1042276365
136575;136575;1042276368
136574;136574;1042276366
136593;136593;1042276903
136582;136582;1042276965
136581;136581;1042276962
136580;136580;1042276963
136579;136579;1042276961
136578;136578;1042276964
136649;136649;1042279710
136791;136791;1042282721
136652;136652;1042279709
136648;136648;1042279711
136637;136637;1042282135
136638;136638;1042282716
136638;136638;1042282717
136640;136640;1042282715
136641;136641;1042282718
136637;136637;1042282745
136647;136647;1042282137
136642;136642;1042282132
136642;136642;1042282136
136637;136637;1042282133
136706;136706;1042287154
136706;136706;1042287152
136706;136706;1042287410
136705;136705;1042287155
136704;136704;1042284955
136705;136705;1042287146
136705;136705;1042287151
136705;136705;1042287150
136705;136705;1042287145
136708;136708;1042287144
136705;136705;1042287149
136705;136705;1042287148
136706;136706;1042287147
136709;136709;1042287407
136707;136707;1042287409
136706;136706;1042287153
137298;137298;1042284951
137298;137298;1042284953
136745;136745;1042289616
136784;136784;1042289617
136745;136745;1042286485
136750;136750;1042290608
136768;136768;1042290609
136749;136749;1042290607
136858;136858;1042294690
136768;136768;1042294852
136770;136770;1042294688
136748;136748;1042294673
136749;136749;1042294668
136756;136756;1042294686
136750;136750;1042294677
136825;136825;1042292060
136749;136749;1042294674
136746;136746;1042294670
136745;136745;1042294669
136768;136768;1042292065
136746;136746;1042294675
136746;136746;1042294667
136746;136746;1042294676
136924;136924;1042294853
136748;136748;1042294682
136750;136750;1042294681
136751;136751;1042294680
136747;136747;1042294692
136747;136747;1042294687
136750;136750;1042294689
136748;136748;1042294387
136756;136756;1042294684
136746;136746;1042294389
136769;136769;1042294683
136746;136746;1042292062
136751;136751;1042294671
136756;136756;1042294685
136749;136749;1042294679
136745;136745;1042294678
136745;136745;1042292063
136750;136750;1042294672
136748;136748;1042294386
136853;136853;1042300277
136856;136856;1042300870
136816;136816;1042300282
136855;136855;1042300635
136856;136856;1042297555
136859;136859;1042300632
136854;136854;1042300283
136854;136854;1042301511
136817;136817;1042297550
136819;136819;1042300626
136819;136819;1042300628
136819;136819;1042300627
136823;136823;1042300640
136823;136823;1042300637
136821;136821;1042300631
136821;136821;1042300629
136822;136822;1042300630
136822;136822;1042300638
136856;136856;1042300639
136857;136857;1042300839
136954;136954;1042300625
136860;136860;1042300284
136957;136957;1042297542
136821;136821;1042300837
136821;136821;1042300836
136822;136822;1042297547
136821;136821;1042297552
136821;136821;1042297539
136822;136822;1042300278
136825;136825;1042300279
136816;136816;1042300838
136822;136822;1042300280
136821;136821;1042300634
136824;136824;1042300624
136816;136816;1042300281
136808;136808;1042300285
136808;136808;1042300286
136808;136808;1042301489
136956;136956;1042300834
136821;136821;1042297544
136830;136830;1042300833
136829;136829;1042300835
136828;136828;1042300830
136827;136827;1042300832
136826;136826;1042300831
136861;136861;1042300871
136977;136977;1042306767
136931;136931;1042306116
136972;136972;1042306708
136972;136972;1042306707
136924;136924;1042306768
136924;136924;1042306769
136971;136971;1042306117
136935;136935;1042306698
136935;136935;1042306695
136935;136935;1042306696
136935;136935;1042306697
136935;136935;1042306701
136976;136976;1042306773
136933;136933;1042306699
136940;136940;1042306118
136931;136931;1042306331
136931;136931;1042306330
136931;136931;1042306329
136931;136931;1042306328
136932;136932;1042306327
136931;136931;1042306124
136931;136931;1042306123
136932;136932;1042306122
136931;136931;1042306119
136931;136931;1042306709
136934;136934;1042306114
136977;136977;1042307481
136978;136978;1042307480
136931;136931;1042306834
136893;136893;1042303463
136894;136894;1042303461
136896;136896;1042303459
136892;136892;1042303460
136895;136895;1042303462
136891;136891;1042303458
136955;136955;1042306326
136940;136940;1042306112
136977;136977;1042306805
136934;136934;1042306113
136955;136955;1042306700
136931;136931;1042306121
137123;137123;1042319102
137097;137097;1042320293
